1,22.2326,8.535
2,22.2527,8.535
3,22.2527,8.544
4,22.0916,8.535
5,22.2729,8.544
6,22.4341,8.535
7,22.2125,8.535
8,22.1722,8.544
9,23.2802,8.526
10,26.3425,8.535
11,28.2967,8.535
12,29.0018,8.544
13,28.7601,8.535
14,28.3974,8.544
15,28.4579,8.535
16,28.3974,8.535
17,28.2766,7.337
18,28.4579,6.114
19,28.2766,7.324
20,28.2967,7.324
21,26.1007,7.324
22,23.0385,7.317
23,20.4396,7.33
24,18.1227,7.33
25,16.1685,7.324
26,14.3755,7.324
27,12.5824,7.33
28,10.5678,7.33
29,8.2106,7.3307
30,7.3645,7.0
31,7.5659,7.3374
32,9.7015,7.3307
33,11.6154,7.324
34,13.5897,7.324
35,15.5238,7.33
36,17.3974,7.33
37,18.0421,7.33
38,18.5256,7.33
39,19.0494,7.324
40,19.2509,8.535
41,19.4725,8.544
42,20.4799,8.535
43,23.0183,8.544
44,25.9396,8.544
45,28.2161,8.535
46,29.6667,8.544
47,30.2308,8.544
48,29.6868,8.526
49,27.6722,8.535
50,24.348,8.544
51,20.9835,8.535
52,22.0916,8.535
53,28.8205,8.544
54,35.7711,8.535
55,40.6868,8.553
56,42.8223,8.5
57,33.1923,8.544
58,30.8755,8.544
59,30.7344,8.544
60,30.6337,8.535
61,30.7747,8.544
62,30.6941,8.544
63,30.5733,8.544
64,30.674,8.544
65,30.5531,8.544
66,30.6136,8.535
67,30.6337,8.535
68,30.674,8.535
69,30.7344,8.544
70,30.5128,8.544
71,30.674,8.544
72,30.533,8.535
73,30.6941,8.553
74,30.6337,8.535
75,30.7143,8.544
76,30.7747,8.535
77,30.6136,8.535
78,30.6337,8.544
79,30.4927,8.544
80,30.5733,8.535
81,30.6337,8.517
82,30.6136,8.544
83,30.6538,8.544
84,30.5934,8.535
85,0.5128,8.544
86,30.7143,8.535
87,30.5934,8.5353
88,0.7747,8.544
89,30.5934,8.544
90,30.5733,8.544
91,30.6337,8.535
92,30.4927,8.535
93,30.6136,8.544
94,30.533,8.535
95,30.674,8.544
96,30.6941,8.544
97,30.6941,8.544
98,30.674,8.544
99,30.5733,8.535
100,30.6337,8.535
1,30.6538,8.544
2,30.7546,8.544
3,30.4927,8.544
4,30.7747,8.535
5,30.7344,8.544
6,30.674,8.535
7,30.5128,8.544
8,30.533,8.535
9,30.7949,8.553
10,30.5128,8.544
11,30.7546,8.535
12,30.6941,8.544
13,30.5733,8.535
14,30.4725,8.544
15,30.6538,8.544
16,30.4927,8.535
17,30.7546,8.544
18,30.5733,8.535
19,30.6538,8.535
20,30.4524,8.553
21,30.5128,8.535
22,30.533,8.535
23,30.6136,8.544
24,30.7344,8.544
25,30.7949,8.535
26,30.674,8.535
27,30.5934,8.544
28,30.5934,8.544
29,30.5934,8.553
30,30.674,8.535
31,30.5733,8.535
32,30.6941,8.544
33,30.5531,8.544
34,30.6941,8.535
35,30.6136,8.544
36,30.5733,8.535
37,30.6538,8.544
38,30.4927,8.544
39,30.6136,8.544
40,30.7949,8.544
41,30.7344,8.544
42,30.5733,8.544
43,30.7747,8.544
44,30.5128,8.535
45,30.6337,8.535
46,30.5531,8.544
47,30.674,8.544
48,30.7747,8.535
49,30.4725,8.535
50,30.6941,8.544
51,30.5733,8.544
52,30.6337,8.535
53,30.6941,8.544
54,30.5531,8.544
55,30.6538,8.544
56,30.5733,8.544
57,30.6136,8.526
58,30.5531,8.544
59,30.4927,8.544
60,30.4524,8.0
61,30.5934,8.553
62,30.533,8.553
63,30.7143,8.526
64,30.6337,8.535
65,30.7546,8.544
66,30.5531,8.544
67,30.6538,8.544
68,30.6337,8.544
69,30.7143,8.544
70,30.7143,8.535
71,30.5934,8.535
72,30.4927,8.535
73,30.4524,8.535
74,30.6337,8.553
75,30.6136,8.544
76,30.6136,8.544
